rulen,0.8324370854207954,0.6318735479097743,1.0,1.0,0.8951791767323017,1.0,0.0
grail,0.5474152066518365,0.005696250488086619,1.0,1.0,0.345390113467075,1.0,0.0
nbf,1.0,1.0,1.0,1.0,1.0,1.0,1.0
r+g,0.8324370854207954,0.6318735479097743,1.0,1.0,0.8951791767323017,1.0,0.0
r+n,0.8324370854207954,0.6318735479097743,1.0,1.0,0.8951791767323017,1.0,0.0
g+n,0.7862219412537068,0.530341433254256,1.0,1.0,0.8060331051042796,1.0,0.0
